"species_code","scientific_name","common_name","is_resident","breeding_quality","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end","has_trends","trends_season","trends_region","trends_start_year","trends_end_year","trends_start_date","trends_end_date","rsquared","beta0"
"tropar","Setophaga pitiayumi","Tropical Parula",FALSE,"3",2022-04-19,2022-07-12,"3",2022-08-30,2022-03-15,"3",2022-07-19,2022-08-23,"3",2022-03-22,2022-04-05,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-19","07-12",0.742398837575484,0.118669360336599
"truswa","Cygnus buccinator","Trumpeter Swan",FALSE,"3",2022-05-17,2022-09-06,"3",2022-12-06,2022-02-15,"3",2022-09-13,2022-11-29,"3",2022-02-22,2022-05-10,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-06","02-15",0.768242809463176,0.192356933435353
"tubmot1","Eumomota superciliosa","Turquoise-browed Motmot",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-03-01,TRUE,"resident","north_america",2012,2022,"02-08","05-10",0.822150675649154,-0.086625496555128
"tuftit","Baeolophus bicolor","Tufted Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-06-14,2022-11-15,TRUE,"resident","north_america",2012,2022,"01-18","05-03",0.915653725962494,-0.262726786944302
"tui1","Prosthemadera novaeseelandiae","Tui",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"08-09","12-20",0.698065019264479,0.851233930696923
"tunswa","Cygnus columbianus","Tundra Swan",FALSE,"2",2022-06-07,2022-07-26,"3",2022-12-27,2022-02-15,"2",2022-08-02,2022-12-20,"2",2022-02-22,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-27","02-15",0.633858160237377,0.276865857513903
"turvul","Cathartes aura","Turkey Vulture",FALSE,"3",2022-05-03,2022-08-30,"3",2022-12-06,2022-02-01,"3",2022-09-06,2022-11-29,"3",2022-02-08,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","08-30",0.895840423925755,0.00405270747645327
"tuttyr1","Anairetes parulus","Tufted Tit-Tyrant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"01-18","05-24",0.76225235892497,-0.0547849039808044
"uplgoo1","Chloephaga picta","Upland Goose",FALSE,"3",2022-10-11,2022-03-01,"3",2022-05-31,2022-07-19,"3",2022-03-08,2022-05-24,"3",2022-07-26,2022-10-04,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"10-11","03-01",0.648993652508605,0.585301698703809
"uplsan","Bartramia longicauda","Upland Sandpiper",FALSE,"3",2022-05-31,2022-06-28,"3",2022-11-01,2022-03-01,"2",2022-07-05,2022-10-25,"3",2022-03-08,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","06-28",0.713494158367484,1.46169045936066
"varbun","Passerina versicolor","Varied Bunting",FALSE,"2",2022-07-12,2022-07-12,"2",2022-02-15,2022-03-08,"2",2022-11-01,2022-11-29,"2",2022-03-22,2022-04-26,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"varfai1","Malurus assimilis","Purple-backed Fairywren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"05-31","10-04",0.862703731109478,0.246859708273768
"varfai5","Malurus lamberti","Variegated Fairywren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"05-31","10-04",0.795169739998544,-0.391498860731337
"varoys1","Haematopus unicolor","Variable Oystercatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"varsee3","Sporophila corvina","Variable Seedeater",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"varthr","Ixoreus naevius","Varied Thrush",FALSE,"3",2022-05-31,2022-08-23,"3",2022-12-20,2022-02-15,"3",2022-08-30,2022-12-13,"3",2022-02-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-23",0.866738665663243,0.154222812335137
"vartit1","Sittiparus varius","Varied Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","japan",2015,2021,"11-08","04-19",0.584689682718173,0.0788356807480226
"vauswi","Chaetura vauxi","Vaux's Swift",FALSE,"3",2022-06-14,2022-08-02,"3",2022-11-08,2022-03-22,"3",2022-08-09,2022-11-01,"3",2022-03-29,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-02",0.890136541221111,-0.132028149046861
"veery","Catharus fuscescens","Veery",FALSE,"3",2022-06-07,2022-08-02,"1",2022-12-06,2022-03-29,"3",2022-08-09,2022-11-22,"3",2022-04-05,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-02",0.918114978752981,0.0370035924621785
"verdin","Auriparus flaviceps","Verdin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-01","05-03",0.854733536770621,0.201482173010172
"verfly","Pyrocephalus rubinus","Vermilion Flycatcher",FALSE,"3",2022-06-14,2022-08-16,"3",2022-11-08,2022-02-15,"3",2022-08-23,2022-11-01,"3",2022-02-22,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-16",0.790861019886305,0.76052895284897
"vesspa","Pooecetes gramineus","Vesper Sparrow",FALSE,"3",2022-05-24,2022-07-26,"3",2022-12-13,2022-02-08,"3",2022-08-02,2022-12-06,"3",2022-02-15,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","07-26",0.836699005714431,0.830804791578053
"vichum","Ramosomyia violiceps","Violet-crowned Hummingbird",FALSE,"3",2022-04-05,2022-08-16,"3",2022-10-18,2022-02-08,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-05","08-16",0.853818767205127,0.412213586466024
"vigswa","Tachycineta thalassina","Violet-green Swallow",FALSE,"3",2022-05-17,2022-07-12,"3",2022-11-22,2022-01-18,"3",2022-07-19,2022-11-15,"3",2022-01-25,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","07-12",0.853514329383776,-0.138659360682359
"viosab1","Campylopterus hemileucurus","Violet Sabrewing",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-11","05-31",0.756337336588338,0.902531627509712
"virrai","Rallus limicola","Virginia Rail",FALSE,"2",2022-05-31,2022-08-02,"3",2022-11-29,2022-02-22,"3",2022-08-09,2022-11-22,"3",2022-03-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-02",0.879075761554817,0.541006524173436
"virwar","Leiothlypis virginiae","Virginia's Warbler",FALSE,"3",2022-05-31,2022-07-26,"3",2022-10-25,2022-03-08,"3",2022-08-02,2022-10-18,"3",2022-03-15,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-26",0.775862220635495,1.00380652897123
"wantat1","Tringa incana","Wandering Tattler",FALSE,"2",2022-06-07,2022-06-28,"2",2022-10-11,2022-04-12,"2",2022-07-05,2022-10-04,"2",2022-04-19,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"warvir","Vireo gilvus","Warbling Vireo",FALSE,"3",2022-06-28,2022-07-12,"3",2022-11-29,2022-02-22,"3",2022-07-19,2022-11-22,"3",2022-03-01,2022-06-21,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-28","07-12",0.885198268019209,-0.0579758605621447
"warwhe1","Zosterops japonicus","Warbling White-eye",FALSE,"2",2022-04-26,2022-09-27,"2",2022-10-04,2022-04-19,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"watjac1","Jacana jacana","Wattled Jacana",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"08-09","12-06",0.705079468226086,0.717479299807059
"wbseag1","Icthyophaga leucogaster","White-bellied Sea-Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"03-29","07-19",0.789497576754989,0.427514592602484
"welswa1","Hirundo neoxena","Welcome Swallow",FALSE,"3",2022-05-03,2022-08-02,"3",2022-12-27,2022-02-08,"3",2022-08-09,2022-12-20,"3",2022-02-15,2022-04-26,NA,NA,NA,TRUE,"breeding","aus_nz",2014,2022,"05-03","08-02",0.794481429321931,0.301159244154605
"wepdov1","Zenaida meloda","West Peruvian Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"01-18","06-28",0.743476867846548,0.430869953080032
"wesblu","Sialia mexicana","Western Bluebird",FALSE,"3",2022-04-26,2022-09-13,"3",2022-12-13,2022-02-08,"3",2022-10-11,2022-12-06,"3",2022-02-15,2022-04-05,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-26","09-13",0.86213119762886,0.495645962269184
"wesfly","Empidonax difficilis","Western Flycatcher",FALSE,"3",2022-06-21,2022-07-19,"3",2022-11-29,2022-03-01,"3",2022-07-26,2022-11-22,"3",2022-03-08,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-19",0.888364288310471,0.553816661794872
"wesgre","Aechmophorus occidentalis","Western Grebe",FALSE,"3",2022-06-14,2022-08-02,"3",2022-01-04,2022-02-15,"3",2022-08-09,2022-12-20,"3",2022-02-22,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-02",0.655297205849599,0.838329809468176
"wesgul","Larus occidentalis","Western Gull",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"08-16","12-06",0.766138007781798,0.180352331030805
"weskin","Tyrannus verticalis","Western Kingbird",FALSE,"3",2022-06-07,2022-07-19,"3",2022-11-15,2022-02-22,"3",2022-07-26,2022-11-08,"3",2022-03-01,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-19",0.896345182574679,0.477881725904171
"wesmea","Sturnella neglecta","Western Meadowlark",FALSE,"3",2022-05-03,2022-08-23,"3",2022-12-06,2022-02-08,"3",2022-08-30,2022-11-29,"3",2022-02-15,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","08-23",0.848805434452648,0.691865775495894
"wesowl1","Megascops kennicottii","Western Screech-Owl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-11","03-22",0.662315544587478,0.467960374285213
"wessan","Calidris mauri","Western Sandpiper",FALSE,"3",2022-06-07,2022-06-21,"3",2022-11-22,2022-03-15,"3",2022-06-28,2022-11-15,"3",2022-03-22,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-22","03-15",0.580576757847151,0.778687696108922
"westan","Piranga ludoviciana","Western Tanager",FALSE,"3",2022-06-14,2022-07-12,"3",2022-11-15,2022-03-29,"3",2022-07-19,2022-11-08,"3",2022-04-05,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-12",0.892318957628497,-0.0710259152399359
"weteag1","Aquila audax","Wedge-tailed Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2013,2021,"12-27","04-26",0.829568430625116,0.489235201373352
"wewpew","Contopus sordidulus","Western Wood-Pewee",FALSE,"3",2022-07-05,2022-07-26,"3",2022-12-27,2022-03-01,"3",2022-08-02,2022-12-20,"3",2022-03-08,2022-06-28,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"07-05","07-26",0.893915629005578,0.511793067370039
"whbbla2","Leistes superciliaris","White-browed Meadowlark",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whbbul2","Pycnonotus luteolus","White-browed Bulbul",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2015,2022,"03-08","07-19",0.816638646529684,0.123794824739287
"whbnut","Sitta carolinensis","White-breasted Nuthatch",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","04-05",0.919786802174732,0.128198783485634
"whbscr1","Sericornis frontalis","White-browed Scrubwren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"08-09","12-27",0.781472852586861,0.165331057792807
"whbtre1","Dendrocitta leucogastra","White-bellied Treepie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whbwat1","Amaurornis phoenicurus","White-breasted Waterhen",FALSE,"1",2022-05-24,2022-07-12,"1",2022-10-04,2022-03-29,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","india_se_asia",2015,2022,"05-24","07-12",0.842752648333344,-0.115962612755414
"whbyuh1","Erpornis zantholeuca","White-bellied Erpornis",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","taiwan",2012,2022,"02-01","05-10",0.677221326040242,1.41794328385207
"whcbar1","Psilopogon viridis","White-cheeked Barbet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whcbul2","Pycnonotus leucogenys","Himalayan Bulbul",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whcela1","Elaenia albiceps","White-crested Elaenia",FALSE,"3",2022-11-08,2022-02-15,"1",2022-05-17,2022-08-23,"2",2022-02-22,2022-05-10,"2",2022-08-30,2022-11-01,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"11-08","02-15",0.685389715121932,-0.0410906455307282
"whcman1","Manacus candei","White-collared Manakin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-01","05-03",0.824357900255166,0.0911054573003917
"whcpar","Pionus senilis","White-crowned Parrot",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-01","03-01",0.819657481863255,0.112658217530924
"whcpig2","Patagioenas leucocephala","White-crowned Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-08","07-26",0.752575120368221,-0.665648554074
"whcpin","Anas bahamensis","White-cheeked Pintail",FALSE,"2",2022-11-01,2022-03-29,"2",2022-05-03,2022-07-12,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"11-01","03-29",0.601090706983689,0.101648754780616
"whcsee1","Sporophila morelleti","Morelet's Seedeater",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"04-12","08-30",0.858568894408145,0.159049714149065
"whcspa","Zonotrichia leucophrys","White-crowned Sparrow",FALSE,"3",2022-06-21,2022-08-02,"3",2022-11-29,2022-03-15,"3",2022-08-09,2022-11-22,"3",2022-03-22,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","08-02",0.842010007528221,0.0658787672285945
"whcsta1","Spodiopsar cineraceus","White-cheeked Starling",FALSE,"2",2022-05-24,2022-06-07,"2",2022-01-04,2022-03-01,"2",2022-07-19,2022-10-04,"2",2022-03-08,2022-04-19,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whebuz1","Butastur teesa","White-eyed Buzzard",FALSE,"2",2022-07-12,2022-12-20,"2",2022-12-27,2022-07-05,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","india_se_asia",2015,2022,"07-12","12-20",0.636971636943659,1.78804937731789
"whevir","Vireo griseus","White-eyed Vireo",FALSE,"3",2022-06-07,2022-08-23,"3",2022-12-13,2022-02-08,"3",2022-08-30,2022-12-06,"3",2022-02-15,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-23",0.900322096205424,0.132131887593344
"whfher1","Egretta novaehollandiae","White-faced Heron",FALSE,"2",2022-06-07,2022-04-19,"2",2022-04-26,2022-05-31,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whfibi","Plegadis chihi","White-faced Ibis",FALSE,"3",2022-05-24,2022-07-12,"3",2022-11-15,2022-03-08,"3",2022-07-19,2022-11-08,"3",2022-03-15,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","07-12",0.57154084325611,0.452865822370521
"whfpar1","Amazona albifrons","White-fronted Parrot",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-11","05-10",0.798730498418115,-0.142889767234386
"whfter1","Sterna striata","White-fronted Tern",FALSE,"3",2022-10-04,2022-05-03,"2",2022-05-10,2022-09-27,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","aus_nz",2013,2021,"10-04","05-03",0.454294434874165,2.1663352250945
"whhwoo","Dryobates albolarvatus","White-headed Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"03-22","06-28",0.76169994168866,0.789528556373385
"whiibi","Eudocimus albus","White Ibis",FALSE,"3",2022-05-03,2022-06-21,"3",2022-12-06,2022-02-22,"3",2022-08-23,2022-11-29,"3",2022-03-01,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","06-21",0.620283571383133,0.406703863111907
"whikit1","Haliastur sphenurus","Whistling Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-09-20,2022-06-07,TRUE,"resident","aus_nz",2014,2022,"03-22","07-19",0.861114125488015,-0.278735908103686
"whimbr","Numenius phaeopus","Whimbrel",FALSE,"2",2022-06-14,2022-06-21,"3",2022-11-08,2022-02-22,"3",2022-06-28,2022-11-01,"2",2022-03-01,2022-06-07,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whiteh1","Mohoua albicilla","Whitehead",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whoswa","Cygnus cygnus","Whooper Swan",FALSE,"1",2022-05-31,2022-08-23,"1",2022-12-27,2022-02-15,"1",2022-10-25,2022-12-20,"1",2022-02-22,2022-05-24,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whrsha","Copsychus malabaricus","White-rumped Shama",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2015,2022,"01-18","06-07",0.763378122543389,0.216275898609126
"whtdov","Leptotila verreauxi","White-tipped Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-01","05-10",0.854819755468186,0.153680399546465
"whthaw","Geranoaetus albicaudatus","White-tailed Hawk",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whtkit","Elanus leucurus","White-tailed Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"10-04","01-25",0.807043032517219,0.702379987027314
"whtspa","Zonotrichia albicollis","White-throated Sparrow",FALSE,"3",2022-06-07,2022-08-23,"3",2022-12-13,2022-03-15,"3",2022-08-30,2022-12-06,"3",2022-03-22,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-23",0.862590275787526,-0.231252332488487
"whtswi","Aeronautes saxatalis","White-throated Swift",FALSE,"2",2022-05-24,2022-07-05,"2",2022-11-01,2022-02-01,"2",2022-07-12,2022-10-25,"2",2022-02-08,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","07-05",0.85537337316884,0.224887460214807
"whttre3","Cormobates leucophaea","White-throated Treecreeper",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2013,2021,"11-29","02-15",0.74375304196864,0.376158241638719
"whwcro","Loxia leucoptera","White-winged Crossbill",FALSE,"2",2022-06-07,2022-08-02,"2",2022-01-18,2022-02-22,"2",2022-08-09,2022-11-29,"2",2022-03-01,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2012,2022,"01-18","02-22",0.774284500202561,0.190313447425383
"whwdov","Zenaida asiatica","White-winged Dove",FALSE,"3",2022-05-10,2022-08-30,"3",2022-11-29,2022-02-22,"3",2022-09-06,2022-11-22,"3",2022-03-01,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","08-30",0.823614490557071,-0.0271856808240501
"whwpar","Brotogeris versicolurus","White-winged Parakeet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"whwsco2","Melanitta deglandi","White-winged Scoter",FALSE,"3",2022-06-14,2022-07-19,"2",2022-03-08,2022-03-08,"3",2022-07-26,2022-12-27,"3",2022-03-22,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2012,2022,"03-08","03-08",0.671785107869242,0.258028023624496
"wilfly","Empidonax traillii","Willow Flycatcher",FALSE,"3",2022-06-21,2022-07-12,"3",2022-10-25,2022-04-19,"3",2022-07-19,2022-10-18,"3",2022-04-26,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-12",0.901171725283686,0.0340844640095267
"willet1","Tringa semipalmata","Willet",FALSE,"3",2022-05-31,2022-06-28,"3",2022-10-25,2022-03-15,"3",2022-07-05,2022-10-18,"3",2022-03-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","06-28",0.640543861063573,0.689219973941645
"wilpha","Phalaropus tricolor","Wilson's Phalarope",FALSE,"3",2022-06-07,2022-07-05,"3",2022-11-01,2022-03-08,"3",2022-07-12,2022-10-25,"3",2022-03-15,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"wilplo","Anarhynchus wilsonia","Wilson's Plover",FALSE,"3",2022-04-05,2022-07-26,"2",2022-11-01,2022-01-11,"3",2022-08-02,2022-10-25,"3",2022-01-18,2022-03-29,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-05","07-26",0.882596378696194,-0.185506192556242
"wilpta","Lagopus lagopus","Willow Ptarmigan",FALSE,"2",2022-05-31,2022-07-26,"2",2022-09-20,2022-12-27,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-26",0.57775740422537,1.23387123559342
"wilsap","Sphyrapicus thyroideus","Williamson's Sapsucker",FALSE,"3",2022-05-17,2022-08-02,"3",2022-11-08,2022-01-18,"3",2022-08-09,2022-11-01,"3",2022-01-25,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","08-02",0.813312660022712,0.754234169828707
"wilsni1","Gallinago delicata","Wilson's Snipe",FALSE,"3",2022-06-07,2022-07-05,"3",2022-12-27,2022-02-01,"3",2022-07-12,2022-12-20,"3",2022-02-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-05",0.836596418952128,-0.404263436488075
"wiltur","Meleagris gallopavo","Wild Turkey",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-15","05-03",0.863675709988575,0.0226480247813572
"winwre3","Troglodytes hiemalis","Winter Wren",FALSE,"3",2022-06-07,2022-08-30,"3",2022-11-22,2022-02-15,"3",2022-09-06,2022-11-15,"3",2022-02-22,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-30",0.822541031007938,0.782816583011901
"wlswar","Cardellina pusilla","Wilson's Warbler",FALSE,"3",2022-06-28,2022-07-19,"3",2022-11-15,2022-02-22,"3",2022-07-26,2022-11-08,"3",2022-03-01,2022-06-21,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-28","07-19",0.74519203273677,-0.0366581057778314
"wlwwar","Phylloscopus trochilus","Willow Warbler",FALSE,"2",2022-06-21,2022-07-12,"2",2022-12-27,2022-02-08,"2",2022-07-19,2022-12-20,"2",2022-02-15,2022-06-14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"woewar1","Helmitheros vermivorum","Worm-eating Warbler",FALSE,"3",2022-05-31,2022-07-19,"3",2022-11-08,2022-03-15,"3",2022-07-26,2022-11-01,"3",2022-03-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-19",0.809900720196334,0.932877671145444
"wonsto1","Ciconia episcopus","Asian Woolly-necked Stork",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2014,2021,"11-08","02-01",0.731108488609748,-0.0642010522808385
"wooduc","Aix sponsa","Wood Duck",FALSE,"3",2022-04-26,2022-07-26,"3",2022-12-13,2022-01-25,"3",2022-08-02,2022-12-06,"3",2022-02-01,2022-04-19,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-26","07-26",0.894911174851577,0.0312140661246533
